"code","time_zone_id","name","city_code","country_id","location","elevation","url","icao","city","county","state"
LPF,Asia/Shanghai,Liupanshui Yuezhao Airport,LPF,CN,POINT (104.97858236756699 26.60868035),6427,,ZUPS,Liupanshui,,Guizhou Sheng
KES,America/Winnipeg,Kelsey,KES,CA,POINT (-96.5107075 56.0377456),600,,CZEE,,,
YSI,America/Toronto,Sans Souci,YSI,CA,POINT (-80 46),580,,CPS9,,,
YTH,America/Winnipeg,Thompson,YTH,CA,POINT (-97.8605 55.79753),729,,CYTH,,,
BYX,Australia/Darwin,Baniyala,BYX,AU,POINT (136.22652719918068 -13.1977286),6,,"",,,
CGA,America/Sitka,Craig SPB,CGA,US,POINT (-133.14616 55.478382),3,,CGA,,,
WHB,Australia/Perth,Eliwana Airport,WHB,AU,POINT (116.8863515 -22.4306826),1555,,,Eliwana,,Western Australia
LPT,Asia/Bangkok,Lampang Airport,LPT,TH,POINT (99.5053516 18.2782787),810,,VTCL,Lampang,,Lampang
LTK,Asia/Damascus,Latakia,LTK,SY,POINT (35.950402853728235 35.40183425),59,,OSLK,Jablah,,Latakia
ZGI,America/Winnipeg,Gods River Airport,ZGI,CA,POINT (-94.166664 54.683334),627,,CZGI,,,
MAW,America/Chicago,Malden,MAW,US,POINT (-89.9889806 36.6056127),288,http://www.maldenmo.com/airport_intro.html,KMAW,Malden,Dunklin County,Missouri
AGL,Pacific/Port_Moresby,Wanigela,AGL,PG,POINT (149.15610272068812 -9.33738355),29,,AYWG,,,
MAX,Africa/Dakar,Matam,MAX,SN,POINT (-13.32460119277452 15.59567135),52,,GOSM,Ouro Sogui,,Matam
BFB,America/Anchorage,Blue Fox Bay,BFB,US,POINT (-152.13333 58.183334),262,,,,,
YZP,America/Vancouver,Sandspit Airport,YZP,CA,POINT (-131.8126998451329 53.2532095),21,,CYZP,,,
YZT,America/Vancouver,Port Hardy Airport,YZT,CA,POINT (-127.36977008238144 50.68186165),71,,CYZT,,,
YTD,America/Winnipeg,Thicket Portage,YTD,CA,POINT (-97.7019681 55.3179916),678,,CZLQ,,,
ZPB,America/Winnipeg,Sachigo Lake Airport,ZPB,CA,POINT (-92.18777514350165 53.88868915),876,,CZPB,,,
MBA,Africa/Nairobi,Moi International Airport,MBA,KE,POINT (39.600720714576624 -4.0265226),154,http://www.kenyaairports.co.ke/kaa/airports/moi/,HKMO,Mombasa,,Mombasa
MGZ,Asia/Rangoon,Myeik Airport,MGZ,MM,POINT (98.62146561643826 12.4397928),36,,VYME,Myeik,,Tanintharyi
MHD,Asia/Tehran,Mashhad International Airport,MHD,IR,POINT (59.641866810223185 36.23409075),3248,,OIMM,Mashhad,,Razavi Khorasan
OBA,Australia/Brisbane,Oban,OBA,AU,POINT (139 -21),925,,,,,
LBG,Europe/Paris,Le Bourget,PAR,FR,POINT (2.4494106158371083 48.96222830000001),218,http://www.aeroportsdeparis.fr/,LFPB,Gonesse,Departement du Val-d'Oise,Ile-de-France
LBQ,Africa/Libreville,Lambarene,LBQ,GA,POINT (10.244905545949424 -0.7041627500000001),82,,FOGR,Lambarene,,Moyen-Ogooue
CGC,Pacific/Port_Moresby,Cape Gloucester,CGC,PG,POINT (148.51584 -5.459167),0,,AYCG,,,
RNA,Pacific/Guadalcanal,Ulawa Airport,RNA,SB,POINT (161.98306 -9.864444),88,,AGAR,,,
DLO,America/Sitka,Dolomi,DLO,US,POINT (-132.05 55.122223),0,,,,,
EYP,America/Bogota,El Yopal Airport,EYP,CO,POINT (-72.38447809054335 5.3201424),1010,,SKYP,Yopal,,Casanare
EYW,America/New_York,Key West International Airport,EYW,US,POINT (-81.75961603475078 24.5554773),16,,KEYW,Stock Island,Monroe County,Florida
EZE,America/Argentina/Buenos_Aires,Ministro Pistarini Airport,BUE,AR,POINT (-58.54742335052262 -34.81681415),65,http://www.aa2000.com.ar/index.php,SAEZ,Ezeiza,Partido de Ezeiza,Buenos Aires
HCZ,Asia/Shanghai,Chenzhou Beihu Airport,HCZ,CN,POINT (112.84966005166282 25.75482855),1059,,ZGCZ,Chenzhou,,Hunan
SDZ,Europe/London,Shetland Islands	Metropolitan Area,SDZ,GB,POINT (-1.26169442216 60.31724307915),528,,,,,
BVD,America/Nome,Sea Port,BVD,US,POINT (-166.31667 53.733334),0,,,,,
MLH,Europe/Zurich,EuroAirport Basel-Mulhouse-Freiburg,EAP,CH,POINT (7.52434812773247 47.603236949999996),853,,,Hesingue,Departement du Haut-Rhin,Alsace
ZST,America/Vancouver,Stewart,ZST,CA,POINT (-129.98266963141435 55.9356393),24,,CZST,,,
DGE,Australia/Sydney,Mudgee,DGE,AU,POINT (149.61393426355673 -32.56243675),1515,,YMDG,Mudgee,Mid-Western Regional,New South Wales
DGT,Asia/Manila,Dumaguete Airport,DGT,PH,POINT (123.30198574210306 9.3340538),19,,RPVD,Dumaguete,Province of Negros Oriental,Central Visayas
DWN,America/Chicago,Downtown Airpark,OKC,US,POINT (-97.53333 35.45),1210,,,,,
FNA,Africa/Freetown,Lungi International Airport,FNA,SL,POINT (-13.200255905684298 8.6153394),98,http://www.freetownairport.com/,GFLL,Masoyila,,Northern Province
MNM,America/Menominee,Menominee,MNM,US,POINT (-87.63861250817607 45.127409549999996),577,,KMNM,Marinette,Marinette County,Wisconsin
MNO,Africa/Lubumbashi,Manono,MNO,CD,POINT (27.3936965 -7.288374),2053,,FZRA,Kabalo,Sous-Region du Tanganika,Katanga
MQT,America/Detroit,Sawyer International Airport,MQT,US,POINT (-87.3871745 46.349652),1204,http://www.sawyerairport.com/,KSAW,K. I. Sawyer Air Force Base,Marquette County,Michigan
MHG,Europe/Berlin,Mannheim Airport,MHG,DE,POINT (8.516259421778319 49.474830499999996),282,http://www.flugplatz-mannheim.de/,EDFM,Mannheim,Karlsruhe Region,Baden-Wuerttemberg
MHH,America/Nassau,Marsh Harbour International Airport,MHH,BS,POINT (-77.08448974519862 26.5113679),22,,MYAM,Marsh Harbour,,Central Abaco
MHK,America/Chicago,Manhattan Municipal Airport,MHK,US,POINT (-96.66961330206684 39.13875695),1046,,KMHK,Ogden,Riley County,Kansas
MHQ,Europe/Mariehamn,Mariehamn Airport,MHQ,AX,POINT (19.896907611281204 60.121504650000006),45,http://www.finavia.fi/en/mariehamn/,EFMA,Mariehamn,Mariehamn,Mariehamns stad
YCQ,America/Dawson_Creek,Chetwynd,YCQ,CA,POINT (-121.626998 55.6871986),2000,,CYCQ,,,
LDH,Australia/Lord_Howe,Lord Howe Island Airport,LDH,AU,POINT (159.07601118441585 -31.538403350000003),5,,YLHI,Woolgoolga,Coffs Harbour,New South Wales
YED,America/Edmonton,Namao Field,YEA,CA,POINT (-113.5 53.5),0,,,,,
MQQ,Africa/Ndjamena,Moundou,MQQ,TD,POINT (16.07727105298493 8.6324556),1377,,FTTD,Moundou,,Logone Occidental
MQS,America/St_Vincent,Mustique,MQS,VC,POINT (-61.17979227766365 12.88770805),22,,TVSM,Port Elizabeth,,Grenadines
LOZ,America/New_York,Corbin-london,LOZ,US,POINT (-84.07694 37.087223),1217,http://www.london-corbinairport.com/,KLOZ,London,Laurel County,Kentucky
LPA,Atlantic/Canary,Gran Canaria Airport,LPA,ES,POINT (-15.389182071609515 27.92879945),55,http://www.aena.es/csee/Satellite?pagename=subHome&Language=EN_GB&c=Page&SiteName=LPA&cid=1048858940184,GCLP,Ingenio,Provincia de Las Palmas,Canary Islands
LOQ,Africa/Gaborone,Lobatse,LOQ,BW,POINT (25.7136876 -25.1982784),3756,,FBLO,Lobatse,,South East
LPE,America/Bogota,La Primavera,LPE,CO,POINT (-76.21667 3.733333),5452,,SKIM,Ginebra,,Valle del Cauca
LPI,Europe/Stockholm,Linkoping City Airport,LPI,SE,POINT (15.691669911451392 58.4045718),141,http://www.linkopingsflygplats.se/,ESSL,Linkoping,Linkopings Kommun,OEstergoetland
PRS,Pacific/Guadalcanal,Parasi,PRS,SB,POINT (158 -8.166667),0,,AGGP,,,
QJI,America/Godthab,Heliport,QJI,GL,POINT (-52 68.833336),0,,,,,
YAE,America/Vancouver,Alta Lake,YAE,CA,POINT (-123 50.166668),4671,,,,,
AFR,Pacific/Port_Moresby,Afore,AFR,PG,POINT (148.39097141857889 -9.138344750000002),2385,,AYAF,,,
AHI,Asia/Jayapura,Amahai,AHI,ID,POINT (128.92746328743664 -3.3478518499999996),59,,WAPA,Amahai,,Maluku
CBZ,America/Sitka,Cabin Creek,CBZ,US,POINT (-132.41667 55.38333),843,,,,,
CMU,Pacific/Port_Moresby,Chimbu,CMU,PG,POINT (144.97041470350763 -6.0242193),4980,,AYCH,,,
FNB,Europe/Berlin,Neubrandenburg,FNB,DE,POINT (13.305933199579506 53.598580049999995),209,http://www.flughafen-neubrandenburg.de/,EDBN,Trollenhagen,,Mecklenburg-Vorpommern
FNC,Atlantic/Madeira,Madeira Airport,FNC,PT,POINT (-16.77389415043028 32.69817005),200,http://www.ana.pt/en-US/Aeroportos/Madeira/Funchal/Pages/default.aspx,LPMA,Machico,Machico,Madeira
FND,Indian/Maldives,Funadhoo Airport,FND,MV,POINT (73.28780102334719 6.1616557499999995),0,,"",Funadhoo,,Shaviyani Atholhu
GOF,America/Chicago,Goodfellow AFB,SJT,US,POINT (-100.433334 31.466667),1837,,,,,
HHP,Asia/Hong_Kong,H K Heliport,HKG,HK,POINT (114.2 22.318056),22,,,,,
HLT,Australia/Melbourne,Hamilton,HLT,AU,POINT (142.0607158889008 -37.646135400000006),761,,YHML,Hamilton,Southern Grampians,Victoria
MQU,America/Bogota,Mariquita,MQU,CO,POINT (-74.88387397066683 5.2125301),1404,,SKQU,Mariquita,,Tolima
ADD,Africa/Addis_Ababa,Addis Ababa Bole International Airport,ADD,ET,POINT (38.79727968929066 8.97958075),7601,http://www.ethiopianairports.com,HAAB,Addis Ababa,,Adis Abeba
DVD,Indian/Antananarivo,Andavadoaka,DVD,MG,POINT (43.259167 -22.078333),42,,"",,,
MRB,America/New_York,Eastern Wv Regional Airport/Shepherd Field,MRB,US,POINT (-77.98580773635342 39.402153150000004),531,http://www.wvairport.org/,KMRB,Martinsburg,Berkeley County,West Virginia
MRO,Pacific/Auckland,Masterton/Hood Aerodrome,MRO,NZ,POINT (175.63377695420445 -40.9746295),347,http://www.svas.org.nz/pages/hood_aerodrome_location.htm,NZMS,Masterton,Masterton District,Wellington
MRQ,Asia/Manila,Marinduque,MRQ,PH,POINT (121.82539942685204 13.3614541),45,,RPUW,Masiga,Province of Marinduque,Mimaropa
MTO,America/Chicago,Coles County Memorial,MTO,US,POINT (-88.27827012095959 39.4760792),708,,KMTO,Mattoon,Coles County,Illinois
MSO,America/Denver,Missoula International Airport,MSO,US,POINT (-114.08780053891442 46.91686665),3185,,KMSO,Orchard Homes,Missoula County,Montana
MSP,America/Chicago,Minneapolis-St. Paul International Airport,MSP,US,POINT (-93.2209280537696 44.878019050000006),803,http://www.mspairport.com/,KMSP,Richfield,Hennepin County,Minnesota
MSQ,Europe/Minsk,Minsk National Airport,MSQ,BY,POINT (28.03506962645968 53.8899573),685,http://airport.by/en,UMMS,Smilavichy,,Minsk
LPG,America/Argentina/Buenos_Aires,La Plata,LPG,AR,POINT (-57.95 -34.916668),150,,SADL,La Plata,Partido de La Plata,Buenos Aires
LPJ,America/Caracas,Pijiguaos,LPJ,VE,POINT (-67.666664 7),183,,SVAS,San Juan de Payara,Municipio Pedro Camejo,Apure
LPK,Europe/Moscow,Lipetsk Airport,LPK,RU,POINT (39.6 52.61667),511,,UUOL,Lipetsk,,Lipetsk
JOC,America/Los_Angeles,Centerport Heliport,SNA,US,POINT (-117.869446 33.666668),0,,,,,
JSN,America/Los_Angeles,Sherman Oaks Heliport,LAX,US,POINT (-118.25 34.066666),0,,,,,
YNF,America/St_Johns,Deer Lake/Stephenville,YNF,CA,POINT (-57.94389 48.946945),0,,,,,
YNR,America/Winnipeg,Arnes,YNR,CA,POINT (-97 50.833332),0,,,,,
YNE,America/Winnipeg,Norway House Airport,YNE,CA,POINT (-97.84823872487667 53.95694255),734,,CYNE,,,
KKF,America/Nome,Kagvik Creek,KKF,US,POINT (-163.5 67.6),0,,,,,
LPO,America/Chicago,Municipal,LPO,US,POINT (-86.71667 41.6),803,http://www.laportemuniairport.com/,KPPO,LaPorte,LaPorte County,Indiana
LPX,Europe/Riga,Liepaya Airport,LPX,LV,POINT (21.1 56.516666),19,http://www.liepaja-airport.lv/,EVLA,Grobina,,Grobina
LPY,Europe/Paris,Loudes Airport,LPY,FR,POINT (3.766667 45.083332),2660,,LFHP,Saint-Paulien,Departement de la Haute-Loire,Auvergne
OCC,America/Guayaquil,Coca Airport,OCC,EC,POINT (-76.99002032360985 -0.4567311),774,,SECO,Puerto Francisco de Orellana,,Orellana
OCH,America/Chicago,A L Mangham Jr. Regional,OCH,US,POINT (-94.70800648028734 31.576551000000002),288,http://www.ci.nacogdoches.tx.us/index.aspx?nid=634,KOCH,Nacogdoches,Nacogdoches County,Texas
KBK,America/Sitka,Klag Bay,KBK,US,POINT (-136.16667 57.666668),0,,,,,
SGG,Asia/Kuching,Simanggang,SGG,MY,POINT (111.460556 1.222778),32,,,,,
DJU,Atlantic/Reykjavik,Djupivogur,DJU,IS,POINT (-14.2775558 64.6430303),16,,BIDV,Reydarfjoerdur,,East
DKA,Africa/Lagos,Katsina,DKA,NG,POINT (7.659455216289262 13.0057213),1617,http://www.faannigeria.org/nigeria-airport.php?airport=18,"",Katsina,,Katsina
HAE,America/Phoenix,Havasupai,HAE,US,POINT (-112.66944 36.230556),4366,,,,,
HAP,Australia/Brisbane,Long Island,HAP,AU,POINT (148.75 -20.5),0,,,,,
HCB,America/Anchorage,Shoal Cove,HCB,US,POINT (-131.28334 55.45),150,,,,,
ILY,Europe/London,Glenegedale Airport,ILY,GB,POINT (-6.257452506035049 55.68289935),22,,EGPI,Isle of Islay,Argyll and Bute,Scotland
IMK,Asia/Kathmandu,Simikot,IMK,NP,POINT (81.8183855649316 29.97058895),9711,,VNST,Burang,,Tibet Autonomous Region
IMQ,Asia/Tehran,Maku International Airport,IMQ,IR,POINT (44.92203364988445 39.1930169),3120,,OITU,Showt,,Azarbayjan-e Gharbi
ABJ,Africa/Abidjan,Felix Houphouet Boigny Airport,ABJ,CI,POINT (-3.925957338659794 5.264928299999999),42,,DIAP,Abidjan,,Lagunes
IXI,Asia/Kolkata,Lilabari Airport,IXI,IN,POINT (94.09734635719008 27.2961368),387,,VELR,North Lakhimpur,Lakhimpur,Assam
WNC,America/Anchorage,Naukati Bay SPB,WNC,US,POINT (-133.225 55.854168),0,,,,,
JRD,America/Los_Angeles,Heliport,RAL,US,POINT (-117.36667 33.983334),0,,,,,
NBP,America/New_York,Battery Pk City/N. Cov,NYC,US,POINT (-74.00807244760026 40.7012724),0,,,,,
LQK,America/New_York,Pickens,LQK,US,POINT (-82.7 34.88333),1102,http://www.co.pickens.sc.us/Pickens%20County%20Airport/default.aspx,KLQK,Pickens,Pickens County,South Carolina
LQM,America/Bogota,Puerto Leguizamo,LQM,CO,POINT (-74.583336 -0.3),606,,SKLG,Puerto Leguizamo,,Putumayo
LRB,Africa/Maseru,Leribe,LRB,LS,POINT (28 -28.966667),5377,,FXLR,Leribe,,Leribe
LRT,Europe/Paris,Lann Bihoue Airport,LRT,FR,POINT (-3.436394 47.75374),190,,LFRH,Ploemeur,Departement du Morbihan,Brittany
LRU,America/Denver,Municipal,LRU,US,POINT (-106.92167 32.290833),4442,,KLRU,Mesilla,Dona Ana County,New Mexico
IXJ,Asia/Kolkata,Satwari Airport,IXJ,IN,POINT (74.83873699435969 32.6883122),951,,VIJU,Jammu,Jammu,Kashmir
AEK,Pacific/Port_Moresby,Aseki,AEK,PG,POINT (146.28334 -7.366667),3694,,AYAX,,,
ARL,Africa/Ouagadougou,Arly,ARL,BF,POINT (1.483 11.5970001),580,,DFER,,,
LRV,America/Caracas,Los Roques,LRV,VE,POINT (-66.75 11.833333),0,,SVRS,Caraballeda,,Vargas
LSB,America/Denver,Lordsburg,LSB,US,POINT (-108.666664 32.416668),4396,,KLSB,Lordsburg,Hidalgo County,New Mexico
LSD,America/New_York,Blue Grass Station Army Heliport,LEX,US,POINT (-84.4951359 38.0317136),1000,,,Mount Vernon,Fayette County,Kentucky
LSK,America/Denver,Lusk,LSK,US,POINT (-104.445526 42.788082),5068,http://www.townoflusk.org/index.asp?SEC=8DC74273-DA87-42DE-9B52-6431163B38FE&Type=B_BASIC,KLSK,Lusk,Niobrara County,Wyoming
LSM,Asia/Kuching,Lawas,LSM,MY,POINT (118.00833 4.002778),0,,WBGD,Sungai Nyamuk,,East Kalimantan
LSN,America/Los_Angeles,Los Banos,LSN,US,POINT (-120.85 37.066666),124,,KLSN,Los Banos,Merced County,California
LSO,Europe/Paris,Talmont,LSO,FR,POINT (-1.783333 46.5),32,,LFOO,Les Sables-d'Olonne,Departement de la Vendee,Pays de la Loire
BWE,Europe/Berlin,Braunschweig,BWE,DE,POINT (10.533333 52.266666),229,http://www.flughafen-braunschweig-wolfsburg.de/,EDVE,,,
CHI,America/Chicago,Chicago FSS,CHI,US,POINT (-87.6297982 41.8781136),744,,,,,
CKX,America/Anchorage,Chicken,CKX,US,POINT (-141.95283887481474 64.06816475),1515,,CKX,,,
LSQ,America/Santiago,Los Angeles,LSQ,CL,POINT (-72.422775 -37.3975),416,,SCGE,Los Angeles,Provincia de Biobio,Biobio
LSV,America/Los_Angeles,Nellis AFB,LAS,US,POINT (-115.8 36.3),6295,http://www.nellis.af.mil/,KLSV,Pahrump,Nye County,Nevada
CRY,Australia/Perth,Carlton Hill,CRY,AU,POINT (128.61667 -15.466667),144,,"",,,
CSL,America/Los_Angeles,O Sullivan Army Air Field,CSL,US,POINT (-120.63917 35.236668),167,,,,,
DMM,Asia/Riyadh,King Fahd International Airport,DMM,SA,POINT (49.79887844079486 26.467396649999998),108,,OEDF,Al Awjam,,Eastern Province
ITO,Pacific/Honolulu,Hilo International Airport,ITO,US,POINT (-155.04755391447696 19.718830599999997),39,,PHTO,Hilo,Hawaii County,Hawaii
ITP,America/Sao_Paulo,Itaperuna,ITP,BR,POINT (-41.87582988333334 -21.219961),331,,SDUN,Itaperuna,Itaperuna,Rio de Janeiro
IWS,America/Chicago,West Houston,HOU,US,POINT (-95.67379148764965 29.819162849999998),131,http://www.westhoustonairport.com/,KIWS,Oak Cliff Place,Harris County,Texas
IXA,Asia/Kolkata,Agartala Airport,IXA,IN,POINT (91.24006658412866 23.8882755),45,,VEAT,Agartala,West Tripura,Tripura
IXB,Asia/Kolkata,Bagdogra Airport,IXB,IN,POINT (88.32906870592839 26.6821128),255,http://aai.aero/allAirports/bagdogra_generalinfo.jsp,VEBD,Baghdogra,Darjiling,West Bengal
IXC,Asia/Kolkata,Chandigarh Airport,IXC,IN,POINT (76.79098506460022 30.674192249999997),1020,,VICG,Chandigarh,Chandigarh,Chandigarh
IXD,Asia/Kolkata,Bamrauli Airport,IXD,IN,POINT (81.73421016673637 25.43689825),308,http://aai.aero/allAirports/allahabad.jsp,VIAL,Allahabad,Allahabad,Uttar Pradesh
IXE,Asia/Kolkata,Mangalore Airport,IXE,IN,POINT (74.88765239960827 12.956335800000002),301,,VOML,Mangalore,Dakshina Kannada,Karnataka
IXK,Asia/Kolkata,Keshod,IXK,IN,POINT (70.26789366226589 21.31486295),160,,VAKS,Keshod,Junagadh,Gujarat
MUV,America/New_York,Mustin Alf,PHL,US,POINT (-75.24861 39.868057),19,,,,,
LSW,Asia/Jakarta,Malikus Saleh Airport,LSW,ID,POINT (97.166664 5.166667),0,,WITM,Lhokseumawe,,Aceh
LSX,Asia/Jakarta,Lhok Sukon,LSX,ID,POINT (97.316666 5.066667),22,,WITL,Matangkuli,,Aceh
IXM,Asia/Kolkata,Madurai Airport,IXM,IN,POINT (78.09397312971166 9.83575295),410,http://www.airportsindia.org.in/allAirports/madurai_airpo_gi.jsp,VOMD,Tirupparangunram,Madurai,Tamil Nadu
AAT,Asia/Urumqi,Altay Airport,AAT,CN,POINT (88.08948249042332 47.74833705),2408,,ZWAT,Awiytan,,Xinjiang Uygur Zizhiqu
ABB,Africa/Lagos,Asaba International Airport,ABB,NG,POINT (6.663854565066257 6.20565465),216,,DNAS,Asaba,,
YCV,America/Montreal,Cartierville,YCV,CA,POINT (-73.75 45.516666),0,,,,,
AFS,Asia/Samarkand,Zarafshan,AFS,UZ,POINT (64.23177140418719 41.6155248),1338,,UTSN,Tomdibuloq,,Navoiy
AIC,Pacific/Majuro,Airok,AIC,MH,POINT (170.83333 7.5),16,,"",,,
XYP,Europe/Stockholm,Avesta Krylbo,XYP,SE,POINT (16.215858548 60.1312969721),285,,,,,
TRP,America/Anchorage,Tree Point Heliport,TRP,US,POINT (-154.052675125 57.353380232532),0,,,,,
LSZ,Europe/Zagreb,Losinj Airport,LSZ,HR,POINT (14.385833 44.566944),101,,LDLO,Mali Losinj,,Primorsko-Goranska
LTA,Africa/Johannesburg,Letaba,LTA,ZA,POINT (30.15 -23.833332),2408,,FATZ,Tzaneen,Mopani District Municipality,Limpopo
LTB,Australia/Hobart,Latrobe,LTB,AU,POINT (146.4 -41.233334),19,,"",Latrobe,Latrobe,Tasmania
LTC,Africa/Ndjamena,Lai,LTC,TD,POINT (16.3 9.416667),1141,,FTTH,Lai,,Tandjile
LTD,Africa/Tripoli,Ghadames,LTD,LY,POINT (9.509722 30.129168),1059,,HLTD,Ghadamis,,Sha`biyat Nalut
LRF,America/Chicago,Little Rock AFB,LRF,US,POINT (-92.13876998759838 34.90592735),337,http://www.littlerock.af.mil/,KLRF,Little Rock Air Force Base,Pulaski County,Arkansas
LTG,Asia/Kathmandu,Langtang,LTG,NP,POINT (85.6 28.233334),16332,,VNLT,Chongdui,,Tibet Autonomous Region
YMC,America/Montreal,Maricourt Airstrip,YMC,CA,POINT (-70.816666 56.566666),0,,,,,
LSC,America/Santiago,La Florida Airport,LSC,CL,POINT (-71.20194424333569 -29.915545950000002),469,,SCSE,La Serena,Provincia de Elqui,Coquimbo
LTI,Asia/Hovd,Altai,LTI,MN,POINT (96.416664 46.65),6250,,ZMAT,Tsagaan-Olom,,Govi-Altay
IXR,Asia/Kolkata,Birsa Munda Airport,IXR,IN,POINT (85.32554620752549 23.31458225),2086,http://airportsindia.org.in/allAirports/ranchi.jsp,VERC,Ranchi,Ranchi,Jharkhand
AGG,Pacific/Port_Moresby,Angoram,AGG,PG,POINT (144.07388 -4.168611),19,,"",,,
IXU,Asia/Kolkata,Chikkalthana Airport,IXU,IN,POINT (75.40244204843691 19.86437015),1889,http://aai.aero/allAirports/aurangabad_generalinfo.jsp,VAAU,Aurangabad,Aurangabad Division,Maharashtra
LSE,America/Chicago,La Crosse Regional Airport,LSE,US,POINT (-91.25557153542314 43.878607),587,http://www.lseairport.com/,KLSE,French Island,La Crosse County,Wisconsin
LSL,America/Costa_Rica,Los Chiles,LSL,CR,POINT (-84.70532258927273 11.03558365),137,,MRLC,Los Chiles,,Alajuela
LSP,America/Caracas,Josefa Camejo Airport,LSP,VE,POINT (-70.14756704091192 11.77786265),72,,SVJC,Punto Fijo,Municipio Carirubana,Falcon
CIV,America/Sitka,Chomley,CIV,US,POINT (-132.21666 55.216667),249,,,,,
CLC,America/Chicago,Metroport,CLC,US,POINT (-95.1375 29.556944),59,,,,,
CRJ,Australia/Adelaide,Coorabie,CRJ,AU,POINT (132.2960052 -31.8943996),32,,"",,,
CWS,America/Los_Angeles,Center Island,CWS,US,POINT (-122.83139 47.485),311,,"78WA",,,
DMO,America/Chicago,Sedalia,DMO,US,POINT (-93.1753328280421 38.709028450000005),885,http://ci.sedalia.mo.us/content/198/224/default.aspx,KDMO,Sedalia,Pettis County,Missouri
DRS,Europe/Berlin,Dresden International Airport,DRS,DE,POINT (13.769480779988587 51.134299299999995),748,http://www.dresden-airport.de/en/index.html,EDDC,,,
IXW,Asia/Kolkata,Sonari,IXW,IN,POINT (86.1693038372328 22.8136029),469,,VEJS,Jamshedpur,Purba Singhbhum,Jharkhand
IXY,Asia/Kolkata,Kandla,IXY,IN,POINT (70.10308342930023 23.1135071),82,http://aai.aero/allAirports/kandla_generalinfo.jsp,VAKE,Gandhidham,Kachchh,Gujarat
IXZ,Asia/Kolkata,Port Blair Airport,IXZ,IN,POINT (92.73036550632911 11.640875),39,,VOPB,Port Blair,South Andaman,Andaman and Nicobar Islands
JGA,Asia/Kolkata,Govardhanpur Airport,JGA,IN,POINT (70.00708076073744 22.466835250000003),36,,VAJM,Bedi,Jamnagar,Gujarat
JGB,Asia/Kolkata,Jagdalpur,JGB,IN,POINT (82.03477402779657 19.0734828),1837,,"",Jagdalpur,Bastar,Chhattisgarh
JGD,Asia/Shanghai,Jiagedaqi Airport,JGD,CN,POINT (124.1158382750555 50.371759749999995),1167,,ZYJD,Jagdaqi,,Inner Mongolia
NDP,America/Chicago,Ellyson NAS,PNS,US,POINT (-87.18833 30.4725),75,,,,,
LSS,America/Guadeloupe,Terre-de-Haut,LSS,GP,POINT (-61.580708330424564 15.8644407),42,,TFFS,Terre-de-Bas,Guadeloupe,Guadeloupe
LST,Australia/Hobart,Launceston Airport,LST,AU,POINT (147.21326082848134 -41.54372585),485,http://www.launcestonairport.com.au/,YMLT,Perth,Northern Midlands,Tasmania
LSY,Australia/Sydney,Lismore Airport,LSY,AU,POINT (153.25890157090288 -28.83071845),59,,YLIS,Lismore,Lismore Municipality,New South Wales
LVA,Europe/Paris,Entrammes,LVA,FR,POINT (-0.7432444592045966 48.0321305),305,,LFOV,Laval,Departement de la Mayenne,Pays de la Loire
JOJ,America/Cambridge_Bay,Doris Lake Aerodrome,UZM,CA,POINT (-106.585278 68.125278),72,,,Doris Lake,,
LUW,Asia/Makassar,Bubung Airport,LUW,ID,POINT (122.78333 -0.933333),1397,,WAMW,Luwuk,,Central Sulawesi
LVB,America/Sao_Paulo,Dos Galpoes,LVB,BR,POINT (-55.61667 -30.833332),997,,"",Rivera,,Rivera
LVL,America/New_York,Lawrenceville,LVL,US,POINT (-77.833336 36.75),229,,KLVL,Lawrenceville,Brunswick County,Virginia
LVM,America/Denver,Mission Field,LVM,US,POINT (-110.566666 45.666668),4658,http://www.parkcounty.org/site/Air_M_1.html#mf,KLVM,Livingston,Park County,Montana
LVS,America/Denver,Las Vegas,LVS,US,POINT (-105.21667 35.6),6476,http://www.lasvegasnm.gov/business/municipal_airport/index.php,KLVS,Las Vegas,San Miguel County,New Mexico
NIE,America/Anchorage,Niblack,NIE,US,POINT (-132.15 55.066666),134,,,,,
JSH,Europe/Athens,Sitia Airport,JSH,GR,POINT (26.100884020397434 35.2161444),376,,LGST,Siteia,Nomos Lasithiou,Crete
JSI,Europe/Athens,Skiathos Airport,JSI,GR,POINT (23.50318526783782 39.17848895),54,,LGSK,Skiathos,Nomos Magnisias,Thessaly
KAB,Africa/Harare,Kariba,KAB,ZW,POINT (28.888200702488827 -16.517941),1706,,FVKB,Kariba,,Mashonaland West
